weather_condition,time,stop_location,accident_severity,crime_category,passenger_count
Stormy,Night,Zone D,Severe,Theft,91.05702917918168
Rainy,Night,Zone E,None,Drug Offense,70.16853369193099
Stormy,Night,Zone E,Minor,Assault,94.97933258395415
Foggy,Night,Zone D,None,Theft,55.558268063510084
Stormy,Evening,Zone E,Minor,Theft,189.73171904010658
Stormy,Evening,Zone A,Severe,Vandalism,226.29368914348393
Foggy,Night,Zone B,Major,Drug Offense,78.0
Foggy,Night,Zone E,Major,Theft,77.0
Rainy,Evening,Zone D,Major,Vandalism,131.69490147994242
Clear,Afternoon,Zone A,None,Drug Offense,34.35549169599044
Foggy,Morning,Zone A,Minor,Drug Offense,155.17426711268254
Rainy,Night,Zone E,Severe,Assault,78.7016637524205
Stormy,Afternoon,Zone C,None,Drug Offense,65.60522553231228
Stormy,Morning,Zone D,None,None,130.35392465754612
Cloudy,Morning,Zone A,Minor,Drug Offense,184.03540544486304
Foggy,Afternoon,Zone D,Major,Theft,75.0
Rainy,Night,Zone E,Major,None,85.0
Rainy,Morning,Zone E,Severe,Theft,124.47681833998081
Clear,Night,Zone C,Major,Theft,46.39861340540001
Rainy,Night,Zone C,Major,Theft,67.0
Foggy,Afternoon,Zone E,Severe,Vandalism,101.69736854922206
Rainy,Evening,Zone B,Minor,Assault,128.471036068641
Cloudy,Night,Zone B,Severe,Vandalism,141.18950044968153
Stormy,Evening,Zone A,Minor,Theft,161.7071582142697
Stormy,Afternoon,Zone C,Major,Drug Offense,93.64034053245786
Rainy,Afternoon,Zone A,None,Drug Offense,93.48101893419404
Rainy,Afternoon,Zone D,Minor,Theft,72.0
Rainy,Afternoon,Zone E,None,Drug Offense,60.70819268506609
Rainy,Morning,Zone E,Severe,Vandalism,186.16423804639174
Cloudy,Evening,Zone B,Minor,Drug Offense,144.09280452984288
Foggy,Afternoon,Zone A,Minor,Assault,97.0
Cloudy,Afternoon,Zone A,Major,Theft,62.0
Cloudy,Night,Zone D,Minor,None,82.0
Cloudy,Evening,Zone A,Major,Assault,139.22780227221938
Stormy,Afternoon,Zone D,None,Drug Offense,89.65058474845158
Cloudy,Evening,Zone A,None,Theft,111.68830148018925
Rainy,Evening,Zone C,None,None,109.67218939421628
Cloudy,Afternoon,Zone E,Minor,Assault,90.0
Rainy,Morning,Zone D,Major,Drug Offense,140.9812823501807
Foggy,Afternoon,Zone E,Minor,Drug Offense,117.0
Stormy,Morning,Zone E,Minor,Theft,163.6778421887049
Foggy,Afternoon,Zone A,Minor,Drug Offense,77.0
Foggy,Morning,Zone A,Severe,Theft,158.9027576470038
Stormy,Night,Zone D,Major,None,105.57391264546257
Rainy,Evening,Zone B,Major,Vandalism,125.36579594238088
Rainy,Evening,Zone B,Severe,Theft,119.5200868615685
Rainy,Afternoon,Zone E,Minor,Assault,77.0
Stormy,Afternoon,Zone B,None,Vandalism,47.323720219836204
Cloudy,Morning,Zone C,Major,Vandalism,172.7692469296663
Clear,Morning,Zone A,None,Assault,73.69309394245809
Cloudy,Morning,Zone E,Severe,Vandalism,175.17697888180277
Cloudy,Morning,Zone A,Minor,Vandalism,174.08967578212494
Foggy,Morning,Zone B,Minor,Assault,146.12725614551258
Clear,Afternoon,Zone C,None,Assault,38.368282333710724
Rainy,Evening,Zone C,Severe,Theft,229.72204657653538
Cloudy,Morning,Zone D,None,Theft,90.5737192988448
Stormy,Evening,Zone E,Minor,Theft,139.76619541493812
Cloudy,Evening,Zone C,None,Vandalism,87.69134222631098
Rainy,Afternoon,Zone E,Severe,Theft,84.8999673403604
Cloudy,Night,Zone E,Severe,Vandalism,61.900880804145956
Foggy,Morning,Zone E,Minor,Vandalism,152.71931822023802
Foggy,Morning,Zone A,Minor,Vandalism,140.41403485186427
Cloudy,Morning,Zone E,Minor,Assault,147.49984290164656
Foggy,Morning,Zone B,Major,None,180.6071048626933
Stormy,Afternoon,Zone C,Major,None,92.8044880982073
Clear,Night,Zone A,None,Drug Offense,34.39879082673602
Cloudy,Afternoon,Zone C,Minor,Vandalism,85.0
Stormy,Morning,Zone B,Minor,Vandalism,243.18098075918152
Stormy,Morning,Zone A,None,Theft,96.77865962580813
Stormy,Evening,Zone D,Major,Vandalism,133.29538232279128
Rainy,Evening,Zone B,Severe,Theft,133.24761613072943
Cloudy,Night,Zone D,None,Theft,57.680892362060455
Cloudy,Morning,Zone C,Severe,None,251.6173617112166
Cloudy,Morning,Zone B,Severe,Vandalism,252.2993428613641
Clear,Night,Zone D,Major,Theft,63.86448205449085
Stormy,Evening,Zone D,Severe,Vandalism,182.15386397319568
Cloudy,Evening,Zone A,Major,Theft,128.1308770103553
Foggy,Morning,Zone A,None,Assault,100.13534937624013
Rainy,Evening,Zone C,None,Drug Offense,117.21161325687783
Clear,Night,Zone B,Major,None,54.87797003843139
Rainy,Afternoon,Zone D,Severe,Assault,83.17684754124608
Stormy,Evening,Zone B,Minor,None,250.0029684315711
Foggy,Night,Zone E,Severe,None,146.74720628734056
Stormy,Morning,Zone C,None,None,108.71554135220318
Cloudy,Afternoon,Zone C,Severe,None,88.28757775118646
Rainy,Night,Zone A,Severe,None,159.3696009661907
Foggy,Afternoon,Zone D,Minor,Assault,90.0
Rainy,Evening,Zone B,Minor,None,140.60777970728967
Clear,Morning,Zone D,Severe,Theft,155.481074727511
Foggy,Evening,Zone C,Severe,Assault,173.74593212719208
Clear,Evening,Zone D,Severe,None,176.0720371156234
Foggy,Night,Zone C,Severe,Drug Offense,49.15753473110731
Cloudy,Night,Zone E,None,Vandalism,70.99912036017804
Rainy,Evening,Zone D,Major,Assault,140.88030309584536
Rainy,Night,Zone C,Major,Theft,69.0
Stormy,Night,Zone D,None,Theft,64.37881614267872
Foggy,Afternoon,Zone D,None,Drug Offense,74.8653369533799
Foggy,Evening,Zone B,Minor,Vandalism,147.64883854869316
Clear,Evening,Zone D,Severe,Vandalism,149.35831275714702
Foggy,Night,Zone D,Minor,None,89.0
Rainy,Evening,Zone D,None,Vandalism,64.65680563646174
Foggy,Evening,Zone C,Minor,Assault,153.93747527686781
Stormy,Night,Zone C,Minor,Vandalism,63.75310555818626
Stormy,Morning,Zone D,Severe,None,226.2445524840326
Rainy,Night,Zone E,Minor,Theft,81.0
Rainy,Morning,Zone D,None,Vandalism,86.34796002023963
Rainy,Morning,Zone D,Major,None,153.50821404572062
Foggy,Afternoon,Zone C,Severe,None,96.70059996551336
Foggy,Morning,Zone A,Minor,Drug Offense,172.96091516263118
Cloudy,Evening,Zone A,Severe,Vandalism,239.84787246569587
Clear,Night,Zone D,Major,Theft,56.81901114175733
Foggy,Evening,Zone E,Minor,None,221.15441488167212
Cloudy,Morning,Zone B,None,Vandalism,64.67497768824532
Cloudy,Night,Zone C,Major,Assault,53.0
Stormy,Night,Zone B,None,Assault,28.22431682610017
Foggy,Night,Zone B,Severe,Theft,128.03745426097703
Cloudy,Night,Zone E,None,Assault,58.570796067163506
Stormy,Afternoon,Zone E,Major,None,93.62610500100031
Clear,Afternoon,Zone A,None,Drug Offense,55.91763809962248
Stormy,Afternoon,Zone C,Severe,None,68.35609775282295
Clear,Night,Zone A,Major,Assault,51.070674397621076
Rainy,Evening,Zone E,Major,Drug Offense,155.39198172694395
Rainy,Morning,Zone E,None,Vandalism,84.38061211248025
Stormy,Afternoon,Zone C,None,None,90.20696043802825
Rainy,Evening,Zone C,None,Theft,99.55392928115953
Foggy,Afternoon,Zone D,None,Theft,55.346752834478956
Stormy,Afternoon,Zone D,Minor,Drug Offense,40.6961800908002
Cloudy,Morning,Zone B,Minor,Assault,137.68129060681505
Foggy,Night,Zone C,Minor,Drug Offense,68.0
Stormy,Evening,Zone C,Severe,Assault,152.6492710086051
Clear,Afternoon,Zone A,Major,Theft,53.816842528601754
Rainy,Night,Zone A,Severe,Assault,39.11407879999159
Rainy,Evening,Zone D,Major,Assault,155.60832302390304
Rainy,Afternoon,Zone B,Minor,Assault,72.0
Stormy,Night,Zone E,Major,Drug Offense,57.201400695402135
Foggy,Morning,Zone D,None,Vandalism,94.22868110327947
Clear,Afternoon,Zone A,Major,None,31.442949477619795
Rainy,Night,Zone E,None,None,54.796863625879595
Foggy,Morning,Zone B,Minor,None,198.3778198115601
Cloudy,Night,Zone A,None,None,80.99513672167025
Cloudy,Afternoon,Zone D,Minor,Assault,86.0
Clear,Morning,Zone D,Minor,None,96.25367091488748
Rainy,Afternoon,Zone B,Severe,Assault,26.864858601658913
Cloudy,Night,Zone D,Major,Vandalism,45.0
Foggy,Night,Zone B,None,Vandalism,48.31499041141259
Foggy,Afternoon,Zone C,Minor,Drug Offense,106.0
Cloudy,Afternoon,Zone A,Severe,None,114.03567605793812
Rainy,Evening,Zone C,None,Vandalism,97.29332914838277
Clear,Evening,Zone C,Minor,None,108.93962107569628
Rainy,Afternoon,Zone D,Major,Vandalism,66.0
Stormy,Night,Zone E,None,Vandalism,73.89984808781773
Cloudy,Night,Zone D,Major,Theft,75.0
Stormy,Night,Zone A,Major,Theft,87.11801660422088
Cloudy,Evening,Zone D,Minor,Vandalism,209.15805804980067
Clear,Night,Zone A,Severe,Assault,45.71674985962861
Rainy,Evening,Zone E,None,None,123.93331359843252
Rainy,Night,Zone E,Major,Theft,51.0
Cloudy,Afternoon,Zone E,None,Vandalism,38.46330540183871
Foggy,Night,Zone A,Minor,Theft,111.0
Stormy,Afternoon,Zone E,None,Theft,65.82284783489762
Rainy,Afternoon,Zone C,Severe,Vandalism,63.85868029743128
Rainy,Night,Zone D,Minor,None,98.0
Cloudy,Evening,Zone D,Minor,Vandalism,172.64651379581903
Foggy,Evening,Zone A,None,None,96.55396733251618
Stormy,Evening,Zone B,Minor,Drug Offense,157.93479802350262
Foggy,Night,Zone B,Minor,Assault,96.0
Foggy,Afternoon,Zone D,Minor,Drug Offense,71.0
Cloudy,Evening,Zone B,Major,None,170.4929304869547
Foggy,Evening,Zone B,Major,None,168.5806569714388
Stormy,Morning,Zone B,None,Theft,106.62267928313693
Clear,Night,Zone A,Major,Assault,56.4663070165644
Clear,Night,Zone C,Severe,Theft,39.35591682631022
Stormy,Night,Zone E,Minor,None,98.05979935763374
Cloudy,Morning,Zone A,Major,Vandalism,105.55623500822195
Rainy,Afternoon,Zone C,Major,Assault,64.0
Cloudy,Afternoon,Zone E,None,Assault,65.03570938894353
Stormy,Evening,Zone E,Minor,Drug Offense,186.30035094169662
Foggy,Morning,Zone A,None,Drug Offense,86.65787419760217
Clear,Morning,Zone D,Minor,Drug Offense,102.8845000210212
Foggy,Afternoon,Zone A,Severe,Theft,48.599432403648265
Cloudy,Evening,Zone E,None,Assault,99.6850247284174
Stormy,Night,Zone B,Minor,None,116.49014763472434
Clear,Night,Zone B,Major,Theft,48.34529353082086
Stormy,Night,Zone D,Minor,Drug Offense,74.99699278914615
Clear,Afternoon,Zone A,None,Theft,45.78091103247438
Clear,Night,Zone E,Severe,Assault,36.22229017938879
Clear,Evening,Zone B,Major,Assault,98.73608627367861
Cloudy,Morning,Zone C,None,Drug Offense,128.8214595624919
Stormy,Evening,Zone B,Minor,Theft,193.38102720357358
Rainy,Morning,Zone D,Severe,Assault,198.34626231919532
Rainy,Night,Zone A,Severe,Vandalism,16.129540879545868
Rainy,Morning,Zone A,None,None,115.69313271785799
Stormy,Night,Zone B,Severe,Theft,46.770299498213255
Foggy,Morning,Zone C,Major,Assault,152.27317661960728
Stormy,Afternoon,Zone A,None,Drug Offense,83.00436775867372
Clear,Afternoon,Zone A,Minor,Vandalism,82.36150489961497
Foggy,Afternoon,Zone E,Severe,None,85.96029170007617
Clear,Evening,Zone D,Severe,Theft,128.7396561598644
Clear,Afternoon,Zone E,None,Vandalism,38.27390143431454
Stormy,Morning,Zone D,Major,None,176.06625344920874
Rainy,Night,Zone A,Major,Theft,86.0
Foggy,Afternoon,Zone C,Minor,None,119.0
Cloudy,Night,Zone C,Major,Theft,78.0
Rainy,Morning,Zone A,Severe,Vandalism,192.7878616773017
Cloudy,Afternoon,Zone D,Severe,None,77.43635983792721
Stormy,Evening,Zone E,Minor,Theft,147.4335587969857
Foggy,Evening,Zone E,Severe,Assault,168.61944248625215
Stormy,Morning,Zone E,Minor,Assault,151.80403896785643
Cloudy,Afternoon,Zone D,None,Vandalism,51.470687634466984
Clear,Afternoon,Zone A,Minor,Drug Offense,89.7135363117833
Stormy,Morning,Zone C,Severe,Vandalism,83.71329156545858
Foggy,Evening,Zone E,None,None,160.48554565515687
Stormy,Afternoon,Zone D,Major,Drug Offense,55.38151628170836
Rainy,Afternoon,Zone D,Major,Assault,70.0
Stormy,Afternoon,Zone E,None,Assault,71.48429939054827
Cloudy,Night,Zone A,Minor,Vandalism,84.0
Stormy,Night,Zone C,None,Vandalism,43.73741762338657
Foggy,Evening,Zone C,None,Assault,103.29951724239803
Stormy,Afternoon,Zone D,Major,Vandalism,55.61676814679173
Stormy,Evening,Zone A,None,Theft,111.11236772835947
Foggy,Night,Zone B,Severe,Vandalism,72.10355603952722
Stormy,Night,Zone C,None,Drug Offense,87.0429319142639
Foggy,Afternoon,Zone B,Severe,Assault,93.11430460400683
Cloudy,Evening,Zone D,Severe,None,223.84272168141197
Foggy,Morning,Zone C,Minor,Assault,171.89609013939574
Cloudy,Evening,Zone A,Severe,Drug Offense,184.11907537507204
Cloudy,Morning,Zone B,None,Vandalism,110.2931315306234
Foggy,Afternoon,Zone E,Major,None,75.0
Stormy,Night,Zone B,Major,Assault,60.1988938219167
Rainy,Afternoon,Zone D,Major,Theft,49.0
Foggy,Night,Zone D,Minor,Theft,86.0
Stormy,Afternoon,Zone D,None,Assault,47.36777690400184
Cloudy,Morning,Zone A,Major,Vandalism,162.11865844754354
Clear,Afternoon,Zone A,Minor,Theft,75.78017271576222
Rainy,Evening,Zone D,None,Theft,100.00019202431935
Stormy,Evening,Zone C,Minor,None,243.50314683139882
Rainy,Morning,Zone E,Major,Theft,110.25417267480624
Clear,Evening,Zone A,Minor,Vandalism,170.10439663317925
Clear,Morning,Zone C,Minor,Assault,117.60102496903652
Clear,Morning,Zone B,None,Theft,89.3322973105275
Foggy,Night,Zone B,Major,Theft,74.0
Rainy,Night,Zone C,Severe,Vandalism,49.84573345454062
Foggy,Afternoon,Zone E,Severe,Drug Offense,109.28507992471306
Clear,Night,Zone B,Severe,Theft,68.57552695976493
Stormy,Morning,Zone C,None,Vandalism,102.09483747770052
Clear,Night,Zone C,None,Drug Offense,38.01045650661407
Foggy,Evening,Zone D,None,None,121.7398382142572
Clear,Evening,Zone C,Minor,Theft,139.66763559250575
Clear,Afternoon,Zone E,Major,None,65.14223587176039
Foggy,Morning,Zone D,Severe,Vandalism,154.79235394879714
Foggy,Afternoon,Zone E,None,Assault,38.60762066730884
Stormy,Afternoon,Zone E,None,None,95.56004903769573
Foggy,Night,Zone D,Minor,Theft,88.0
Stormy,Afternoon,Zone D,Major,Drug Offense,8.858845061704555
Cloudy,Night,Zone B,Minor,Theft,88.0
Cloudy,Night,Zone B,Severe,None,116.84058645272428
Foggy,Afternoon,Zone D,None,Theft,41.0068532812654
Clear,Afternoon,Zone E,Minor,Assault,76.03501412658538
Rainy,Morning,Zone A,None,Drug Offense,93.59536652756721
Clear,Night,Zone C,Severe,None,68.34714510818071
Foggy,Evening,Zone D,Severe,Theft,239.2522479879323
Stormy,Morning,Zone C,Minor,None,201.12134868499874
Clear,Night,Zone B,Severe,Drug Offense,58.21751040681782
Cloudy,Night,Zone C,Minor,Assault,112.0
Foggy,Night,Zone B,None,Assault,71.86804186974813
Clear,Night,Zone D,Major,Vandalism,59.340765400072044
Clear,Night,Zone B,Minor,Assault,62.99224210728348
Stormy,Morning,Zone E,None,Drug Offense,94.48155843785463
Stormy,Night,Zone E,Minor,None,122.88516587977682
Stormy,Afternoon,Zone E,Severe,Assault,12.679057925938082
Rainy,Evening,Zone C,Major,Assault,127.72433642586844
Foggy,Morning,Zone C,Major,Assault,71.61067340893729
Foggy,Morning,Zone A,Severe,Theft,185.02336775571212
Cloudy,Evening,Zone C,None,Vandalism,82.26786399646582
Cloudy,Morning,Zone A,Minor,Assault,169.92280186864758
Foggy,Night,Zone D,Minor,Assault,98.0
Clear,Night,Zone D,Severe,Vandalism,93.31966490826093
Foggy,Evening,Zone D,Minor,Assault,162.1313372256494
Rainy,Morning,Zone D,Severe,None,146.18053886823705
Cloudy,Afternoon,Zone C,Minor,Drug Offense,64.0
Cloudy,Evening,Zone E,Severe,Theft,168.42143640566113
Cloudy,Morning,Zone E,None,Assault,113.45470078472215
Foggy,Morning,Zone B,None,None,88.52999190000625
Cloudy,Evening,Zone D,None,Assault,137.59910592052987
Cloudy,Night,Zone E,Minor,Assault,82.0
Foggy,Evening,Zone A,None,None,102.22748926677356
Clear,Evening,Zone D,Severe,None,142.3925063361093
Cloudy,Evening,Zone A,Minor,None,177.2723713392586
Cloudy,Evening,Zone C,Minor,Assault,136.0205177355366
Cloudy,Evening,Zone D,Minor,Drug Offense,140.24283444020085
Rainy,Night,Zone D,Major,None,70.0
Foggy,Afternoon,Zone E,Major,None,96.0
Cloudy,Night,Zone C,Severe,None,139.4037938104287
Rainy,Afternoon,Zone B,Minor,Drug Offense,58.0
Clear,Night,Zone A,Severe,Theft,70.14620344285295
Clear,Evening,Zone D,Minor,Theft,140.53520520924656
Rainy,Morning,Zone A,Minor,Theft,157.82099332246017
Clear,Afternoon,Zone D,Major,None,70.71320188645468
Stormy,Afternoon,Zone D,Major,Drug Offense,56.02711815678025
Clear,Morning,Zone B,Severe,Theft,109.02037163265122
Stormy,Afternoon,Zone E,Minor,Assault,90.05531195195009
Rainy,Night,Zone A,Major,Vandalism,78.0
Stormy,Afternoon,Zone A,None,Vandalism,35.625383580967615
Clear,Night,Zone C,None,Vandalism,34.37846878488026
Cloudy,Evening,Zone C,Minor,Assault,200.2372812452972
Stormy,Afternoon,Zone E,None,Drug Offense,50.476584348550524
Clear,Afternoon,Zone E,None,Assault,50.84989165046121
Cloudy,Afternoon,Zone C,Major,Drug Offense,70.0
Rainy,Night,Zone C,None,Drug Offense,44.43357097938014
Rainy,Evening,Zone C,Minor,Vandalism,141.97741857211474
Foggy,Morning,Zone E,Major,Assault,121.91741893318735
Rainy,Morning,Zone C,Minor,None,83.05738471828538
Foggy,Morning,Zone B,Severe,Drug Offense,236.6853957156348
Rainy,Night,Zone E,Severe,None,91.96332652160883
Rainy,Morning,Zone C,None,None,112.40767197147117
Rainy,Afternoon,Zone E,Severe,Vandalism,75.09257628350436
Foggy,Evening,Zone B,None,Vandalism,99.53920923548728
Foggy,Evening,Zone A,Minor,Drug Offense,135.49023997220394
Stormy,Night,Zone C,Minor,Assault,102.87976636319226
Clear,Afternoon,Zone B,Severe,Assault,74.72296357055728
Clear,Morning,Zone D,None,None,103.87212240078964
Clear,Evening,Zone E,Minor,Assault,127.80510302522586
Rainy,Afternoon,Zone A,None,Vandalism,47.10994582495594
Clear,Afternoon,Zone D,None,Drug Offense,27.771230128814263
Foggy,Night,Zone C,Severe,Drug Offense,81.76055376770789
Stormy,Night,Zone D,Minor,None,87.78981998505535
Cloudy,Afternoon,Zone C,Minor,Vandalism,74.0
Stormy,Night,Zone B,None,None,66.61344467171243
Clear,Afternoon,Zone B,Minor,Theft,76.49710794168347
Clear,Night,Zone A,None,Theft,25.576221704423688
Foggy,Evening,Zone D,Severe,Theft,171.68165868428937
Stormy,Night,Zone E,Severe,Vandalism,16.412108345814307
Foggy,Afternoon,Zone B,Severe,None,57.32728374814777
Foggy,Evening,Zone B,Major,Drug Offense,155.90345307399784
Cloudy,Afternoon,Zone C,None,Theft,52.14066884635363
Foggy,Afternoon,Zone A,Severe,Theft,97.38837201601362
Foggy,Night,Zone A,Severe,Assault,81.49567192836989
Cloudy,Evening,Zone C,None,None,170.61428349685332
Rainy,Afternoon,Zone E,Minor,Theft,84.0
Rainy,Morning,Zone B,None,None,63.60070838216844
Cloudy,Night,Zone A,None,Assault,49.119314982286646
Foggy,Evening,Zone C,Severe,Assault,292.0
Clear,Evening,Zone D,None,Theft,70.37474996540517
Stormy,Afternoon,Zone A,Minor,None,118.79162615002694
Clear,Evening,Zone B,Severe,Drug Offense,188.76197251970777
Clear,Evening,Zone B,Major,Assault,74.21635846866585
Foggy,Morning,Zone B,Severe,Drug Offense,196.6241927991806
Stormy,Evening,Zone D,None,Theft,146.9488078286853
Stormy,Morning,Zone D,Minor,Drug Offense,229.57189001438294
Rainy,Night,Zone B,Minor,Vandalism,85.0
Cloudy,Night,Zone C,Severe,Theft,96.1518635653669
Foggy,Night,Zone C,Minor,None,103.0
Stormy,Evening,Zone B,None,Theft,124.38010654527564
Foggy,Night,Zone C,Minor,Theft,119.0
Rainy,Morning,Zone E,None,Theft,70.63710531397818
Clear,Evening,Zone B,Major,Theft,71.78465699929787
Stormy,Evening,Zone A,Major,None,176.7646032145019
Rainy,Morning,Zone E,None,None,82.53387440428348
Foggy,Morning,Zone E,Severe,Drug Offense,224.5296236585781
Rainy,Morning,Zone C,None,None,113.81116004587469
Rainy,Night,Zone E,None,Theft,30.787080453743446
Rainy,Evening,Zone D,Severe,Drug Offense,115.60808330620121
Rainy,Afternoon,Zone C,Severe,Drug Offense,82.883031536226
Rainy,Afternoon,Zone C,None,Drug Offense,29.469576065141013
Rainy,Evening,Zone D,Severe,Drug Offense,233.4955890129046
Cloudy,Evening,Zone E,None,Drug Offense,90.68236811272631
Foggy,Morning,Zone C,None,None,92.58481849349499
Clear,Night,Zone C,None,Assault,39.51564389090632
Foggy,Morning,Zone A,Minor,Theft,171.59702951759118
Stormy,Morning,Zone C,Minor,Drug Offense,207.13447515421262
Stormy,Afternoon,Zone C,None,Assault,44.74508470587261
Foggy,Night,Zone D,None,Drug Offense,53.37768152770706
Rainy,Evening,Zone C,Minor,Theft,161.0541792032233
Cloudy,Evening,Zone C,Severe,Drug Offense,205.7759483145171
Clear,Afternoon,Zone E,Severe,Theft,114.60097532711102
Rainy,Morning,Zone C,Minor,Theft,196.99685142095038
Foggy,Night,Zone B,Severe,None,107.08189396225416
Foggy,Morning,Zone B,None,Theft,94.27810919989919
Cloudy,Night,Zone A,Minor,Theft,103.0
Cloudy,Morning,Zone B,Severe,Drug Offense,192.0355545498815
Foggy,Night,Zone B,Minor,None,112.0
Rainy,Morning,Zone D,Minor,Theft,149.32497958502086
Rainy,Afternoon,Zone D,Severe,Vandalism,110.11097333550596
Rainy,Night,Zone A,None,Theft,37.06917053244369
Clear,Morning,Zone D,Major,Drug Offense,115.61045225872543
Clear,Night,Zone C,None,Vandalism,36.49293675833335
Rainy,Morning,Zone A,None,None,90.57886883616517
Foggy,Afternoon,Zone C,None,Vandalism,72.11224326370764
Cloudy,Night,Zone E,Major,Drug Offense,68.0
Stormy,Morning,Zone D,None,Assault,136.21353667058477
Cloudy,Afternoon,Zone C,Severe,Assault,113.56252639171217
Cloudy,Morning,Zone E,Severe,Drug Offense,137.860583073754
Stormy,Evening,Zone D,Major,Vandalism,174.54328082651298
Rainy,Morning,Zone D,None,Drug Offense,115.24183948867258
Cloudy,Evening,Zone A,None,None,137.8423405133926
Stormy,Afternoon,Zone B,Major,None,83.94799953064366
Foggy,Morning,Zone B,None,None,114.47330603123302
Foggy,Night,Zone C,Severe,Theft,97.94243695964244
Foggy,Night,Zone A,None,Theft,55.42213615164038
Rainy,Night,Zone B,None,Drug Offense,31.998889041926198
Cloudy,Night,Zone C,Severe,Assault,49.31074190762364
Cloudy,Morning,Zone C,None,Drug Offense,82.74234291135993
Clear,Morning,Zone B,Severe,Drug Offense,109.36898398231526
Foggy,Evening,Zone E,Severe,None,236.3680586547846
Rainy,Morning,Zone C,Severe,Assault,186.66327268453787
Stormy,Afternoon,Zone B,Minor,None,139.80831759350033
Rainy,Night,Zone E,Minor,Assault,67.0
Cloudy,Morning,Zone B,Severe,None,172.79947223863613
Foggy,Afternoon,Zone C,Major,Assault,60.0
Clear,Evening,Zone E,Severe,None,180.07407546255726
Rainy,Afternoon,Zone C,Major,Assault,41.0
Clear,Evening,Zone B,Minor,Assault,156.30645984435378
Cloudy,Night,Zone A,None,Drug Offense,65.88287267545334
Stormy,Evening,Zone A,None,Vandalism,104.64666208153548
Rainy,Evening,Zone B,None,None,107.54355767963823
Cloudy,Afternoon,Zone D,None,Theft,48.60324736811762
Foggy,Night,Zone E,Severe,None,79.37397440476083
Rainy,Afternoon,Zone A,Major,None,75.0
Clear,Night,Zone B,Minor,Vandalism,73.34499721724366
Rainy,Afternoon,Zone D,Minor,Theft,77.0
Cloudy,Morning,Zone C,None,Vandalism,58.082306863547295
Cloudy,Afternoon,Zone C,Minor,Theft,86.0
Clear,Evening,Zone C,Severe,Vandalism,200.4557401530573
Cloudy,Afternoon,Zone B,None,Theft,60.07298048648761
Rainy,Evening,Zone E,None,Assault,142.85228655130376
Clear,Afternoon,Zone B,None,Assault,41.08614443396353
Cloudy,Afternoon,Zone D,Major,None,60.0
Cloudy,Evening,Zone E,Minor,None,147.08552085253945
Rainy,Night,Zone C,None,Drug Offense,45.74013391121006
Cloudy,Afternoon,Zone A,Major,None,62.0
Rainy,Morning,Zone A,None,Theft,96.65946910858091
Foggy,Morning,Zone A,Minor,Vandalism,190.3418403792102
Rainy,Evening,Zone D,Major,Vandalism,153.0631379750798
Stormy,Evening,Zone C,None,Assault,81.65345531613447
Cloudy,Evening,Zone A,Severe,Assault,230.01444630473284
Foggy,Morning,Zone E,Severe,None,147.3036845933897
Clear,Evening,Zone A,Major,Assault,68.36103123206371
Stormy,Evening,Zone D,Severe,Theft,88.64992849198946
Clear,Night,Zone A,Major,Assault,69.73564925471017
Stormy,Morning,Zone D,None,Vandalism,137.7569553005855
Foggy,Night,Zone D,Severe,Assault,52.375265271064876
Foggy,Night,Zone E,Major,Vandalism,63.0
Foggy,Evening,Zone D,Minor,Drug Offense,212.03762405534295
Stormy,Night,Zone B,Major,Theft,65.915288551307
Rainy,Afternoon,Zone C,Major,Drug Offense,64.0
Clear,Afternoon,Zone D,Minor,Drug Offense,64.52250590318927
Rainy,Afternoon,Zone B,Minor,Drug Offense,75.0
Rainy,Night,Zone B,None,Vandalism,45.819033097600844
Cloudy,Afternoon,Zone A,Minor,Assault,77.0
Clear,Morning,Zone E,Major,Drug Offense,103.71406630384008
Stormy,Afternoon,Zone A,Minor,Drug Offense,62.45943694923924
Cloudy,Afternoon,Zone E,None,Theft,67.15985476326813
Cloudy,Night,Zone A,Major,Vandalism,64.0
Foggy,Morning,Zone A,Major,Assault,151.54348037799429
Stormy,Night,Zone B,Severe,Drug Offense,8.188007250259616
Rainy,Morning,Zone C,Severe,Drug Offense,187.31865189775576
Rainy,Morning,Zone B,Major,Assault,119.16390887794955
Rainy,Night,Zone A,Major,Theft,49.0
Foggy,Afternoon,Zone C,None,Drug Offense,56.63180213057894
Rainy,Evening,Zone A,Major,Drug Offense,155.15365429004476
Clear,Evening,Zone A,Major,Assault,84.77515620198957
Rainy,Afternoon,Zone C,Severe,None,68.11474557250077
Rainy,Evening,Zone B,Minor,None,138.3100479844877
Clear,Evening,Zone D,None,None,56.13286039518292
Foggy,Morning,Zone A,None,None,109.32828966352959
Cloudy,Night,Zone D,Severe,Theft,77.31796513045569
Stormy,Night,Zone B,Severe,None,103.1610062387536
Foggy,Afternoon,Zone D,Minor,Vandalism,74.0
Rainy,Afternoon,Zone B,None,None,55.33706327410526
Cloudy,Night,Zone D,Minor,Drug Offense,90.0
Stormy,Evening,Zone D,Severe,Assault,191.4100798365554
Stormy,Afternoon,Zone A,Minor,Drug Offense,110.41687486820723
Stormy,Morning,Zone C,None,None,138.5421714239662
Clear,Night,Zone C,Major,Drug Offense,51.38660395938566
Clear,Evening,Zone B,Minor,None,132.01074870765154
Cloudy,Morning,Zone A,Major,Assault,116.74616561051897
